Timestamp,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyroscope_X,Gyroscope_Y,Gyroscope_Z,Magnetometer_X,Magnetometer_Y,Magnetometer_Z,Abs_Pressure,Temperature
5264967314,-0.0017888354563367487,-0.007376730710402166,9.805061163931725,0.00017855951037189645,0.00045373971695361213,0.0005204935438250679,189544.015625,104933.984375,274816.28125,997.797607421875,45.74699020385742
5264974850,-0.0021389084362638117,-0.0022544043959528554,9.804818930655358,0.00022413872093592492,0.0005053163465839021,0.00039765663643083753,192407.796875,106524.9609375,274366.28125,997.8234252929688,45.74913787841797
5264977184,-0.001669760277236712,-0.0014292451442629445,9.808677496939538,0.00010240751899244917,0.0005904286506613858,0.00022061960736937108,192407.796875,106524.9609375,274366.28125,997.8234252929688,45.74913787841797
5264984543,0.0036730138159143805,-0.0005214217008501637,9.81510144713485,0.00035000999369357434,0.0004110216675819971,-0.00026562242454201696,192407.796875,106524.9609375,274366.28125,997.8234252929688,45.74913787841797
5264987596,0.0034658653235781073,0.0028696430026143444,9.819805922537682,0.0002629319914411912,0.0003084525240176732,-0.00026739126804568587,192407.796875,106524.9609375,274366.28125,997.8234252929688,45.74913787841797
5264992281,0.0003685472107279181,0.002981073886021937,9.815671744376061,0.00037863617208485213,8.227797274491951e-06,-0.00022468226996534286,192407.796875,106524.9609375,274366.28125,997.8234252929688,45.74913787841797
5264999758,-0.004813167681659472,0.008353568345174159,9.811825575857995,-0.00017106967979644704,-0.00015085536981652005,-0.00016239474678695915,192407.796875,106524.9609375,274366.28125,997.8234252929688,45.74913787841797
5265002188,-0.0037157716655385614,0.0038990152178853404,9.81271058562362,-0.0005054766498652594,-6.939019770080669e-05,3.258621983877601e-05,192407.796875,106524.9609375,274366.28125,997.8234252929688,45.74913787841797
5265009525,0.0032842201686251044,-0.004181765288248693,9.805660071402428,-0.0007361814333272474,0.000129365419319845,1.6421661364801545e-05,192407.796875,106524.9609375,274366.28125,997.8234252929688,45.74913787841797
5265012351,0.007253129551445234,-0.0033950584830195057,9.805162253409264,-0.0007439769525227444,0.0001751901134178184,-0.00010181262076184867,192407.796875,106524.9609375,274366.28125,997.8234252929688,45.74913787841797
5265017577,0.011171896526848066,-0.0033570083679110158,9.799920859366296,-0.00017192300410543847,0.00011447652539053486,-0.0003637660123622489,192407.796875,106524.9609375,274366.28125,997.8234252929688,45.74913787841797
5265024934,0.005197991201912153,0.004405609994992579,9.79869634154403,0.0005042735009773327,0.00022507230348700212,-0.00023300366627336262,192407.796875,106524.9609375,274366.28125,997.8234252929688,45.74913787841797
5265027171,0.003869075844322431,0.003027565508946742,9.801894965201257,0.0003564600573589718,0.00027811856923498233,-0.00016528141021081029,192407.796875,106524.9609375,274366.28125,997.8234252929688,45.74913787841797
5265034519,-0.0009973453783643366,0.0011546162067502391,9.809233489066003,4.6798408133226456e-05,0.0003249710287257472,1.746340387216987e-05,192407.796875,106524.9609375,274366.28125,997.8234252929688,45.74913787841797
5265037283,-0.0018020602368962885,0.0021293831168263805,9.812469306021569,-0.00021378158825983572,0.00031754514454795533,6.045476731560411e-05,192407.796875,106524.9609375,274366.28125,997.8234252929688,45.74913787841797
5265042205,-0.004955913355315936,0.0005626601277440441,9.810921492606042,-0.0004028960084689157,0.00023152008977766635,-1.2276519903026205e-05,192407.796875,106524.9609375,274366.28125,997.8234252929688,45.74913787841797
5265049771,-0.0001226323151242853,-0.001357302338019048,9.813573660879968,-0.0002624247991626458,0.00024657651626902187,-0.00046092827722714065,192407.796875,106524.9609375,274366.28125,997.8234252929688,45.74913787841797
5265052229,-0.0008955853485715509,-0.004537545412912999,9.814932646780846,-0.00034762597178642917,0.0001393908303491913,-0.0005701438552769112,192407.796875,106524.9609375,274366.28125,997.8234252929688,45.74913787841797
5265059582,-0.0004245298409116388,-0.006726742059126531,9.81356221678817,-7.813093370360601e-05,-0.000359326834973865,-0.0004925433680746217,192407.796875,106524.9609375,274366.28125,997.8234252929688,45.74913787841797
5265062206,-0.0005984710955274225,-0.0052832591236979115,9.81435567381942,-0.00019267607248922157,-0.00048771989643292947,-0.0004632299463828538,192407.796875,106524.9609375,274366.28125,997.8234252929688,45.74913787841797
