Timestamp,Accel_X,Accel_Y,Accel_Z,Speed_X,Speed_Y,Speed_Z,Position_X,Position_Y,Position_Z,Pitch,Yaw,Roll
0.004965,1.1799214185547115e-11,1.4081004700621439e-11,-0.0002649318053808969,5.858309843124143e-14,6.991218833858544e-14,1.3153864137161531e-06,2.9086508371111367e-16,3.471140151010767e-16,6.5308935441007e-09,-1.8667340067341695e-14,1.3739231996712993e-14,-2.048223608786269e-14
0.009715999999999999,1.0882634304960045e-10,1.2350342638169049e-10,-0.0002649316512641775,5.756170542598932e-13,6.566769670779969e-13,2.5740766888722607e-06,3.025621708499866e-15,3.46698628568864e-15,1.876033189293281e-08,-1.844717584860266e-13,1.249881500149017e-13,-2.028871126902567e-13
0.015198,-1.1784802668551623e-05,-1.4061482451034688e-05,-0.0002844138598145918,-6.460371261194573e-08,-7.708439011960509e-08,4.133233468375853e-06,-3.5415452691697795e-10,-4.2257315964938945e-10,4.141871776656923e-08,2.0610258194890734e-08,-1.516935451204478e-08,2.261403583413999e-08
0.022181,-2.902395664477296e-05,-2.8174564167880014e-05,-0.0003070218305456507,-2.6727800186239526e-07,-2.738273717039112e-07,6.277166911076131e-06,-2.220556813922084e-09,-2.3347096962578014e-09,8.525217430661385e-08,8.708837278392692e-08,-4.8248141423349494e-08,9.626136830365213e-08
0.025363999999999998,-2.9784240794255213e-05,-8.213952362909804e-05,-0.0003113715007199147,-3.620812403105096e-07,-5.352774754153302e-07,7.2682623978676195e-06,-3.373061401830436e-09,-4.038497900504798e-09,1.0838705351902649e-07,1.4348235706476444e-07,-7.074258508868083e-08,1.64301053744729e-07
0.03007,-3.9851380528655415e-05,-0.00021569095720088682,-0.00031297887018766346,-5.49621837078362e-07,-1.5503191200027036e-06,8.741140960970764e-06,-5.959581767121208e-09,-1.133429967923752e-08,1.4952286288135492e-07,2.8342563681284875e-07,-1.1846887649414465e-07,3.47012463969438e-07
0.034713,-5.3469811885045805e-05,-0.0003984434921889922,-0.0003311556119047765,-7.978821736606296e-07,-3.4002922542361946e-06,1.027869646704464e-05,-9.66414869942751e-09,-2.7121856615656173e-08,1.9724685057784318e-07,5.049413114229442e-07,-1.8444761204237233e-07,6.484489778943706e-07
0.039905,-3.863793289027747e-05,-0.0006300201641163817,-0.0003223596318502331,-9.984903212269502e-07,-6.6713569463284485e-06,1.1952387675611052e-05,-1.4848310447237836e-08,-6.175954188099348e-08,2.593036473896158e-07,8.532196453004878e-07,-2.7133458694224326e-07,1.1570768953631262e-06
0.044768,-4.5801214967166095e-05,-0.0009277074702424914,-0.00032985323794321175,-1.2212216296122789e-06,-1.1182798374117684e-05,1.3556463971728891e-05,-2.0787111232042348e-08,-1.1614149037432777e-07,3.252287316841334e-07,1.277678667507852e-06,-3.560070526482586e-07,1.8233316600288436e-06
0.049939000000000004,-6.965791333176027e-05,-0.0012396866789801304,-0.00031078182243327035,-1.5814226994508113e-06,-1.7593218191123937e-05,1.5163516775531332e-05,-2.8964648010902494e-08,-2.0711602164062964e-07,4.0363927693040587e-07,1.8083193333154247e-06,-4.4049801186947677e-07,2.753394725476163e-06
0.074964,-0.0001180626805436749,-0.001554246220609492,-0.00031643027421957015,-4.535941280056276e-06,-5.648822986187647e-05,2.3082184387876075e-05,-1.424765785443108e-07,-1.6207339739340883e-06,9.812709412370047e-07,4.615140073236544e-06,-7.459412144556103e-07,8.268448377242859e-06
0.084726,-0.00022421391788763029,-0.0018017760439636237,-0.0003720596772645024,-6.724717546475323e-06,-7.407716760304936e-05,2.6714230957332146e-05,-2.081232712330029e-07,-2.3438752840750563e-06,1.242055263842481e-06,5.693905112269176e-06,-8.100282482846883e-07,1.0733175746132286e-05
0.094696,-0.00033691669916140985,-0.0020051990765337603,-0.0004330002445591674,-1.0083777037114579e-05,-9.406900239609096e-05,3.1031243395587046e-05,-3.0865852829303525e-07,-3.281743237964083e-06,1.5514367604964837e-06,6.683422868139949e-06,-7.82803506272059e-07,1.3489965479321505e-05
0.104951,-0.0005994353245255613,-0.002025183325385762,-0.0005266994312567164,-1.623098629012421e-05,-0.00011483725739792194,3.643254606312467e-05,-4.75107292698259e-07,-4.459399312579773e-06,1.925052520373827e-06,7.436771128605315e-06,-6.651105633640165e-07,1.6395166596371377e-05
