Timestamp,Accel_X,Accel_Y,Accel_Z,Speed_X,Speed_Y,Speed_Z,Position_X,Position_Y,Position_Z,Pitch,Yaw,Roll
0.004965,-0.01296432444451786,0.0022751572300164597,-0.0018965351997639601,-6.436787086703117e-05,0.0,0.0,-3.1958647885480977e-07,0.0,0.0,5.241533335949485e-07,4.060290440288124e-08,4.773363763469954e-07
0.009715999999999999,-0.013117626024838716,0.002181420196679661,-0.0019469869252937144,-0.00012668971211103993,0.0,0.0,-9.214893010943606e-07,0.0,0.0,9.519136479301641e-07,1.1782039732994053e-07,1.1204479043721406e-06
0.015198,-0.013287884549525194,0.0020650277566667936,-0.0019266438375620254,-0.00019953389521153704,0.0,0.0,-2.0153341146440066e-06,0.0,0.0,1.3738801222033084e-06,2.188940502848765e-07,2.073982514578011e-06
0.022181,-0.013507423717966408,0.0019737942622764402,-0.0018543847452257012,-0.00029385623503409646,0.0,0.0,-4.067332203887102e-06,0.0,0.0,1.8275801591437985e-06,3.814365389604246e-07,3.494695988257702e-06
0.025363999999999998,-0.013637432354962562,0.0018270074620512075,-0.0017813035600653393,-0.0003372641822199423,0.0,0.0,-5.140844095893178e-06,0.0,0.0,1.996957118182935e-06,4.767300291643541e-07,4.207448906772168e-06
0.03007,-0.01363456296126162,0.0015997256817730278,-0.0016527170161690918,-0.0004014284355156395,0.0,0.0,-7.0299663134297774e-06,0.0,0.0,2.209079638621954e-06,6.472921035929839e-07,5.33498216083738e-06
0.034713,-0.01339216479759523,0.0013207368157315742,-0.0015177402966575215,-0.0004636082566708742,0.0,0.0,-9.182499449152647e-06,0.0,0.0,2.4428740309027342e-06,8.363566402902922e-07,6.503744567736569e-06
0.039905,-0.012855385015058203,0.0010591998887255114,-0.0013565549491261208,-0.0005303534156690564,0.0,0.0,-1.1936094383306387e-05,0.0,0.0,2.7567472461576518e-06,1.0772380318256905e-06,7.857234898916242e-06
0.044768,-0.012030212993559808,0.000697791756188989,-0.0011922944399280766,-0.0005888563414567377,0.0,0.0,-1.4799702771810503e-05,0.0,0.0,3.129833041777687e-06,1.3335968659687099e-06,9.168729339010533e-06
0.049939000000000004,-0.01094546590088701,0.0002631369745480533,-0.0010060662481308214,-0.0006454553456302244,0.0,0.0,-1.8137352364064392e-05,0.0,0.0,3.591211181964091e-06,1.6364143584596387e-06,1.0602674109620227e-05
