Timestamp,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyroscope_X,Gyroscope_Y,Gyroscope_Z,Magnetometer_X,Magnetometer_Y,Magnetometer_Z,Abs_Pressure,Temperature
2058615354,-0.0032389046230156676,0.0006882473602779493,9.80628572755326,0.0006487865509985278,-0.00019961293519011241,0.0005840061753891349,154648.296875,108009.890625,295966.25,997.5328979492188,45.69755935668945
2058620319,-0.0015424744763214843,-0.0018436461910716906,9.80976187043656,0.00048595286058804787,-0.00035766312002672357,0.0005331986872382403,154648.296875,108009.890625,295966.25,997.5328979492188,45.69755935668945
2058625070,-0.0017895953335602538,-0.0013341382369510546,9.810142386488806,0.0005931460807619879,-0.00014318762195764584,0.0006638839663840771,154648.296875,108009.890625,295966.25,997.5328979492188,45.69755935668945
2058630552,0.0018203301749388917,-0.004970163129281224,9.814652312331091,0.00043694020566142,6.566294969522851e-05,0.0007125419038250983,154648.296875,108009.890625,295966.25,997.5328979492188,45.69755935668945
2058637535,0.0018314315400283082,-0.012121625266980351,9.816765654616248,0.00020639451101266615,0.0002092299989307997,0.0006927635809309722,154648.296875,108009.890625,295966.25,997.5328979492188,45.69755935668945
2058640718,0.0011115638933341249,-0.01059456171841544,9.813737738661658,0.00019667801531574524,0.00016913877762269686,0.0006666689701281429,154648.296875,108009.890625,295966.25,997.5328979492188,45.69755935668945
2058645424,0.003287386747376178,-0.0034409240111820116,9.814073432021033,-0.00029689055666716,0.00026397012034428763,0.00028997017628475434,154648.296875,108009.890625,295966.25,997.5328979492188,45.69755935668945
2058650067,-0.0025585399546463744,0.0029967799559124098,9.807733405165564,-0.0005287176420392206,0.00019909972316233898,-7.532419973963999e-05,154648.296875,108009.890625,295966.25,997.5328979492188,45.69755935668945
2058655259,-0.007783624676688458,0.011679790891695796,9.80817781739701,-0.0009000072561615815,-5.3844566806242886e-05,-0.0002348877928549483,154648.296875,108009.890625,295966.25,997.5328979492188,45.69755935668945
2058660122,-0.010584588495715405,0.008843667782831965,9.805399764113318,-0.0006333875310087314,-0.00016152306424921853,-0.00046716451785565013,154648.296875,108009.890625,295966.25,997.5328979492188,45.69755935668945
2058665293,-0.010940487829669263,0.00793900338559228,9.803444731764685,-0.00038510516900026404,-0.00032767843303738636,-0.0006489511756323337,154648.296875,108009.890625,295966.25,997.5328979492188,45.69755935668945
2058690318,0.0015263228140036805,-0.007711023114632787,9.812337744765173,0.0004049794267917315,5.0762741651828316e-05,8.176735403444025e-05,154648.296875,108009.890625,295966.25,997.5328979492188,45.69755935668945
2058700080,-0.0033322454967339293,-0.007386580131959142,9.819558013014685,0.0003503658270051966,9.671429570878382e-05,0.00013217093922625634,152526.96875,101645.9609375,303466.28125,997.5206909179688,45.702392578125
2058710050,-0.002765457478984143,-0.011347979329537572,9.827033865980994,0.0003510292779242883,6.056259799513492e-05,0.0001710874317116976,152526.96875,101645.9609375,303466.28125,997.5206909179688,45.702392578125
2058720305,0.01126094594813988,-0.003948941849183263,9.821818221144568,-5.8640095842230834e-05,-9.496910870077563e-05,0.00041379492589234716,152526.96875,101645.9609375,303466.28125,997.5206909179688,45.702392578125
2058730481,0.010714773686901782,-0.004619605861615361,9.816365111403357,-3.456786656209431e-05,-0.00013873913057616455,0.0001298831307697982,152526.96875,101645.9609375,303466.28125,997.5206909179688,45.702392578125
2058740709,0.0013002572975318177,-0.0028185397610179797,9.816821921400916,0.000117534173812208,-0.00015704337356148762,0.0002508017173871339,152526.96875,101645.9609375,303466.28125,997.5206909179688,45.702392578125
2058752787,-0.002192470578177716,-0.0019932985529415026,9.819634306959998,-0.00011088691392836324,-7.125005440323156e-05,0.0002474084435865224,152526.96875,101645.9609375,303466.28125,997.5206909179688,45.702392578125
2058760110,-0.0015733794846375243,-0.00338708611578864,9.811905730299841,-7.111577290964476e-05,-9.685953345617754e-05,-4.9212204855081035e-05,152526.96875,101645.9609375,303466.28125,997.5206909179688,45.702392578125
2058770333,-0.004861872045024182,-0.010028846584271611,9.807426322035681,0.00015408738615184858,-0.0003474821926793317,0.0003499846612006367,152526.96875,101645.9609375,303466.28125,997.5206909179688,45.702392578125
2058780279,-0.0023240701832611815,-0.004199236653756322,9.820552695326697,0.0003947289121857176,-0.00030470555729700727,0.0006245420486569346,152526.96875,101645.9609375,303466.28125,997.5206909179688,45.702392578125
2058790302,0.004010435791985248,-0.0021597966775409594,9.819596159987341,7.43692351239298e-05,-0.000408577710273699,0.00025100509495436555,152526.96875,101645.9609375,303466.28125,997.5206909179688,45.702392578125
2058800033,0.00039026573516533214,-0.0037512779459468737,9.805030692152869,0.00012444987693704035,-0.00043051146285145086,-6.395609622509812e-05,146375.15625,96130.515625,296866.28125,997.5103759765625,45.691650390625
2058810048,-0.005908499804957654,-0.0019568428620807543,9.81291185670365,0.0004004866684841255,-0.00024746897479055924,3.656503079886887e-05,146375.15625,96130.515625,296866.28125,997.5103759765625,45.691650390625
2058820312,-0.00438328400038078,-0.0038604289516918078,9.815047133498084,4.5926550926713504e-05,0.00013156204995900617,0.0005772272529914916,146375.15625,96130.515625,296866.28125,997.5103759765625,45.691650390625
2058830543,-0.001920554188712384,0.00107640025763589,9.814115393690955,0.000186365858796824,5.615588516227427e-05,0.001147591724050784,146375.15625,96130.515625,296866.28125,997.5103759765625,45.691650390625
2058840701,0.003939632924572681,0.008276648797083674,9.80647646241654,0.00029618424447796143,-0.0002368532362161438,0.0011191046619690895,146375.15625,96130.515625,296866.28125,997.5103759765625,45.691650390625
2058850113,-0.001954096702559735,0.003060035385180293,9.804142821364294,0.00011785598941748333,-0.0005804323366610568,0.0004985144883297325,146375.15625,96130.515625,296866.28125,997.5103759765625,45.691650390625
2058860054,-0.0025673539914925353,-0.004965119086217107,9.810930121474158,5.0995674216727026e-05,-0.0005595193136250834,-0.0002744438565665915,146375.15625,96130.515625,296866.28125,997.5103759765625,45.691650390625
2058870306,-0.005940321234687115,-0.0029582381472103014,9.815389502577673,0.00012460372524180285,-0.00015586650196930868,-0.0008117341962739884,146375.15625,96130.515625,296866.28125,997.5103759765625,45.691650390625
2058880254,0.0006349875054518922,0.009894631780672847,9.811005461745154,0.0001316594141531533,0.0003054108753567328,-0.0006090006386026799,146375.15625,96130.515625,296866.28125,997.5103759765625,45.691650390625
2058890343,0.0011833651385466798,0.01035926488785821,9.800237525038611,0.00038422906506418086,0.00010168681974753263,-0.00022330133239543658,146375.15625,96130.515625,296866.28125,997.5103759765625,45.691650390625
2058900086,-0.004346634594424512,0.00567547229676324,9.802100050978552,0.00021697579065182082,2.8822833613934842e-05,-0.0004644803297802865,149769.234375,103130.859375,302866.28125,997.512451171875,45.69379806518555
2058910065,-0.008034716693385388,0.002312369622278987,9.811962950758826,0.00013667369855062872,-0.00044702747918202085,-0.00022192841012534347,149769.234375,103130.859375,302866.28125,997.512451171875,45.69379806518555
2058920381,-0.008260402230246808,0.0017499550953395948,9.815114844374548,-0.0005124484843985846,4.821486136640879e-05,0.00010925939980856481,149769.234375,103130.859375,302866.28125,997.512451171875,45.69379806518555
2058930537,-0.0007405982889969603,0.004047341622401057,9.807871687941443,-0.00010573365874045692,0.00040448895806909996,0.00030040634422525173,149769.234375,103130.859375,302866.28125,997.512451171875,45.69379806518555
2058940685,-0.0071899624147255675,-0.0005899742469303026,9.804653037123572,0.0001474663411204966,0.00021937529591375488,-5.684562299089168e-05,149769.234375,103130.859375,302866.28125,997.512451171875,45.69379806518555
2058950065,-0.006546336559279706,-0.0016841516122333422,9.801407683424841,-0.00025855193528735243,-0.0004210640102392296,0.00017465285466946069,149769.234375,103130.859375,302866.28125,997.512451171875,45.69379806518555
2058960076,-0.005677151826842572,0.001530453540373622,9.81333624177445,-3.194628545708723e-06,-0.00021245313773399693,5.092796030416492e-05,149769.234375,103130.859375,302866.28125,997.512451171875,45.69379806518555
2058970351,-0.00031057312868430775,-0.0033752098903171435,9.822315085463416,0.00022458493619303055,0.00014356146034876866,0.00035617751976437277,149769.234375,103130.859375,302866.28125,997.512451171875,45.69379806518555
2058980322,-0.00241528764150932,-0.0018787086233608141,9.814306128554236,0.00034541998026504017,1.8816958530782637e-05,0.00042069515305533415,149769.234375,103130.859375,302866.28125,997.512451171875,45.69379806518555
2058990304,-0.002616870550139691,0.0016985535398014173,9.811910498671423,0.0001360826725136286,-0.00017834944382777912,0.0002936581554725707,149769.234375,103130.859375,302866.28125,997.512451171875,45.69379806518555
2059000061,0.006695259960667346,-0.003995202504109563,9.810770857863318,-2.244479695257894e-05,-9.711043757854504e-05,-2.2299947401421485e-05,144890.21875,101433.8125,302116.28125,997.5173950195312,45.70024490356445
2059010101,0.008739863189236377,-0.008990570925187291,9.808306563429724,-0.00016911621353977524,-0.0003924252007855336,-0.00012706447475161996,144890.21875,101433.8125,302116.28125,997.5173950195312,45.70024490356445
